author,title,pages,proc:editor,proc:title
"['Hoo-Min D. Toong', 'Svein O. Strommen', 'Earl R. Goodrich II', 'John F. Buford', 'Tarek K. Abdel-Hamid', 'J.-F. Mergen']",Parallel Processing Capabilities of Advanced 16-Bit Microprocessors.,130-141,,"Distributed Processing: New Directions for a New Decade. ACM Pacific '80, San Francisco, CA, November 12-14, 1980"
"['Wei C. Yen', 'King-sun Fu']",Performance Analysis on Multiprocessor Memory Organization.,142-153,,"Distributed Processing: New Directions for a New Decade. ACM Pacific '80, San Francisco, CA, November 12-14, 1980"
"['James E. Donnelley', 'John G. Fletcher']",Resource Access Control in a Network Operating System.,115-126,,"Distributed Processing: New Directions for a New Decade. ACM Pacific '80, San Francisco, CA, November 12-14, 1980"
"['Jean Tague', 'Michael J. Nelson', 'Harry Wu']",Problems in the Simulation of Bibliographic Retrieval Systems.,236-255,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Matthew B. Koll'],Information Retrieval Theory and Design Based on a Model of the User's Concept Relations.,77-93,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Carole D. Hafner'],Representation of Knowledge in a Legal Information Retrieval System.,139-153,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['Roger C. Schank', 'Janet L. Kolodner', 'Gerald DeJong']",Conceptual Information Retrieval.,94-116,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Abraham Bookstein'],A Comparison of Two Weighting Schemes for Boolean Retrieval.,23-34,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['D. R. McGregor', 'J. R. Malone']",The Fact Database: A System Based on Inferential Methods.,203-217,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['Terry Noreault', 'Michael McGill', 'Matthew B. Koll']","A Performance Evaluation of Similarity Measures, Document Term Weighting Schemes and Representations in a Boolean Environment.",57-76,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Chris D. Paice'],The Automatic Generation of Literature Abstracts: An Approach Based on the Identification of Self-Indicating Phrases.,172-191,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['R. M. Lea', 'Ernst J. Schuegraf']",An Associative File Store Using Fragments for Run-Time Indexing and Compression.,280-295,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Christine A. Montgomery'],Where Do We Go From Here?,370-385,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['Christopher Landauer', 'Clinton Mah']",Message Extraction Through Estimation of Relevance.,117-138,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['Stephen E. Robertson', 'C. J. van Rijsbergen', 'Martin F. Porter']",Probabilistic Models of Indexing and Searching.,35-56,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['Peter Kracsony', 'Gerald J. Kowalski', 'Arnold Meltzer']",Comparative Analysis of Hardware Versus Software Text Search.,268-279,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Hans-Jörg Schek'],Methods for the Administration of Textual Data in Database Systems.,218-235,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['Peter Bollmann', 'Vladimir S. Cherniavsky']",Measurement-Theoretical Investigation of the MZ-Metric.,256-267,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Lynette Hirschman'],Retrieving Time Information From Natural-Language Texts.,154-171,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Linda C. Smith'],'Memex' As an Image of Potentiality in Information Retrieval Research and Development.,345-369,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['Gerard Salton', 'Harry Wu']",A Term Weighting Model Based on Utility Theory.,9-22,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Amar Mukhopadhyay'],A Backend Machine Architecture for Information Retrieval.,296-309,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
"['Andrew J. Palay', 'Mark S. Fox']",Browsing Through Databases.,310-324,"['Robert N. Oddy', 'Stephen E. Robertson', 'C. J. van Rijsbergen', 'P. W. Williams']","Information Retrieval Research, Proc. Joint ACM/BCS Symposium in Information Storage and Retrieval, Cambridge, June 1980"
['Henk M. Blanken'],Automatic Generation of Storage Structures for a DBTG Data Base System.,99-118,,
['S. A. Borkin'],The Semantic Relation Data Model: Foundation for a User Interface.,47-64,,
"['Wolfgang Effelsberg', 'Theo Härder', 'Andreas Reuter 0001']",Measurement and Evaluation of Techniques for Implementing Cosets - A Case Study.,135-159,,
['Donald D. Chamberlin'],A Summary of user Experience with the SQL Data Sublanguage.,181-203,,
"['Mary E. S. Loomis', 'Frank W. Allen']",Paging Behaviour and Performance Optimization in a Codasyl DBMS.,119-134,,
['Witold Litwin'],Linear Hashing: A new Algorithm for Files and Tables Addressing.,260-276,,
['Charles W. Bachman'],The Role Data Model Approach to Data Structures.,1-18,,
"['Patricia G. Selinger', 'Michel E. Adiba']",Access Path Selection in Distributed Database Management Systems.,204-215,,
"['Giorgio Ausiello', 'Carlo Batini', 'Marina Moscarini']",On the Equivalence among Data Base Schemata.,34-46,,
"['Stefano Ceri', 'Giancarlo Martella', 'Giuseppe Pelagatti']",Optimal File Allocation for a Distributed Data Base on a Network of Minicomputers.,216-237,,
['Tore Risch'],A Fexible and External Data Dictionary System for Program Generation.,19-33,,
"['S. Jones', 'P. J. Mason']",Handling the Time Dimension in a Data Base.,65-83,,
"['Matti Jakobsson', 'Jukka Teuhola']",A Constructive Approach to Logical Data Base Design.,160-178,,
['C. Fraboul'],Robust Mechanisms for Maintaining a Redundant Distributed Data Base.,238-249,,
"['Christos H. Papadimitriou', 'Jon Louis Bentley']",A Worst-Case Analysis of Nearest Neighbor Searching by Projection.,470-482,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Paul M. B. Vitányi'],On the Power of Real-Time Machines Under Varying Specifications (Extended Abstract).,658-671,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Martin Fürer'],The Complexity of the Inequivalence Problem for Regular Expressions with Intersection.,234-245,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Johann A. Makowsky'],Measuring the Expressive Power of Dynamic Logics: An Application of Abstract Model Theory.,409-421,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Peter Schlichtiger'],Partitioned Chain Grammars.,555-568,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Tommaso Toffoli'],Reversible Computing.,632-644,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Jean-Claude Raoult', 'Jean Vuillemin']",Optimal Unbounded Search Strategies.,512-530,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Greg N. Frederickson', 'Donald B. Johnson']",Generating and Searching Sets Induced by Networks.,221-233,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Arto Salomaa'],Grammatical Families.,543-554,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Peter D. Mosses'],A Constructive Approach to Compiler Correctness.,449-469,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Adi Shamir'],On the Power of Commutativity in Cryptography.,582-595,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Kari-Jouko Räihä', 'Esko Ukkonen']",On the Optimal Assignment of Attributes to Passes in Multi-Pass Attribute Evaluators.,500-511,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Hartmann J. Genrich', 'P. S. Thiagarajan']",Bipolar Synchronization Systems.,257-272,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Rüdiger Reischuk'],"A ""Fast Implementation"" of a Multidimensional Storage into a Tree Storage.",531-542,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Jeanette P. Schmidt', 'Eli Shamir']",An Improved Program for Constructing Open Hash Tables.,569-581,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Ronald I. Becker', 'Yehoshua Perl', 'Stephen R. Schach']",A Shifting Algorithm for Min-Max Tree Partitioning.,64-75,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Dexter Kozen'],A Representation Theorem for Models of *-Free PDL.,351-362,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Mila E. Majster-Cederbaum'],"Semantics: Algebras, Fixed Points, Axioms.",394-408,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Jan A. Bergstra', 'J. V. Tucker']",A Characterisation of Computable Data Types by Means of a Finite Equational Specification Method.,76-90,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['E. Allen Emerson', 'Edmund M. Clarke']",Characterizing Correctness Properties of Parallel Programs Using Fixpoints.,169-181,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Valentin F. Turchin'],The Use of Metasystem Transition in Theorem Proving and Program Optimization.,645-657,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Günter Hornung', 'Peter Raulefs']",Terminal Algebra Semantics and Retractions for Abstract Data Types.,310-323,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Egidio Astesiano', 'Gerardo Costa']",Languages with Reducing Reflective Types.,38-50,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Hartmut Ehrig', 'Hans-Jörg Kreowski', 'Peter Padawitz']","Algebraic Implementation of Abstract Data Types: Concept, Syntax, Semantics and Correctness.",142-156,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Jean-Eric Pin'],Proprietes syntactiques du produit non ambigu.,483-499,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Erik Meineche Schmidt'],Space-Restricted Attribute Grammars.,436-448,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Richard Kennaway', 'C. A. R. Hoare']",A Theory of Nondeterminism.,338-350,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Michael B. Smyth'],Computability in Categories.,609-620,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Jim Gray'],A Transaction Model.,282-298,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Seppo Sippu', 'Eljas Soisalon-Soininen']",Characterizations of the LL(k) Property.,596-608,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Joost Engelfriet', 'Gilberto Filé']",Formal Properties of One-Visit and Multi-Pass Attribute Grammars.,182-194,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Thiet-Dung Huynh'],The Complexity of Semilinear Sets.,324-337,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Kurt Mehlhorn'],Pebbling Moutain Ranges and its Application of DCFL-Recognition.,422-435,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Patrick Cousot', 'Radhia Cousot']",Semantic Analysis of Communicating Sequential Processes (Shortened Version).,119-133,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Philippe Flajolet', 'Jean-Marc Steyaert']",On the Analysis of Tree-Matching Algorithms.,208-219,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Ralph-Johan Back'],Semantics of Unbounded Nondeterminism.,51-63,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Shimon Even', 'Yacov Yacobi']",Cryptocomplexity and NP-Completeness.,195-207,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
"['Hartmut Ehrig', 'Hans-Jörg Kreowski', 'James W. Thatcher', 'Eric G. Wagner', 'Jesse B. Wright']",Parameterized Data Types in Algebraic Specification Languages (Short Version).,157-168,"['J. W. de Bakker', 'Jan van Leeuwen']","Automata, Languages and Programming, 7th Colloquium, Noordweijkerhout, The Netherland, July 14-18, 1980, Proceedings"
['Nobuo Saito'],Synchronization mechanisms for parallel processing.,2-22,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Toyohiko Hirota', 'Koichi Tabata', 'Yutaka Ohno']",Automated design of concurrent process systems.,407-424,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Laszlo A. Belady'],Modifiability of large software systems.,160-174,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Masatoshi Miyazaki', 'Shigeru Matsuzawa', 'Seiziro Obata', 'Shoichi Noguchi']",On Pseudo Workload for performance measurement of interactive systems.,143-158,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Itsujiro Arita'],Intelligent console - A universal user interface of a computer system.,233-250,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Tadao Saito', 'Toshihiko Kato', 'Hiroshi Inose']",Product validation for standardized network protocol.,311-330,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Chiaki Ishikawa', 'Ken Sakamura', 'Mamoru Maekawa']",Dynamic Tuning of operating systems.,119-142,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Toru Takeshita'],Perspective of OS interface to users.,208-232,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Randal E. Bryant', 'Jack B. Dennis']",Concurrent programming.,426-451,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Yahiko Kambayashi'],Generalized dynamic authorization mechanisms.,63-77,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Hisao Kameda'],CPU scheduling for effective multiprogramming.,104-118,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Katsuo Ikeda', 'Yoshihiko Ebihara', 'Michihiro Ishizaka', 'Takao Fujima', 'Tomoo Nakamura', 'Kazuhiko Nakayama']",GAMMA - NET: Computer network coupled by 100 MBPS Optical Fiber Ring Bus - system planning and Ring Bus subsystem description.,288-309,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Takashi Masuda', 'Tong-Haing Fin']",Program behavior and its models.,80-103,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Mohamed G. Gouda', 'Eric G. Manning', 'Yao-Tin Yu']",On the progress of communication between two machines.,369-389,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Hiroyuki Kitagawa', 'Tosiyasu L. Kunii']",Form transformer - A formalism for Office form manipulation.,392-406,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Michiharu Tsukamoto'],Structuring distributed programs with control fault detection.,252-269,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Yoshizo Takahashi'],A distributed operating system for a binary tree multiprocessor.,270-286,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Arvind', 'J. Dean Brock']",Streams and Managers.,452-465,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Jon Livesey', 'Eric G. Manning']",Protection and synchronisation in a message-switched system.,331-368,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Kouichi Wada', 'Kenichi Hagihara', 'Toshiro Araki', 'Nobuki Tokura']",Specification of schedulers with algebraic specification techniques.,42-62,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Mamoru Maekawa'],Operating system conceptual model for ease of extension.,175-205,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
"['Hajime Enomoto', 'Naoki Yonezaki', 'Isao Miyamura', 'Masayuki Sunuma']",A parallel programming language and description of scheduler.,23-41,"['Mamoru Maekawa', 'Laszlo A. Belady']","Operating Systems Engineering: Proceedings of the 14th IBM Computer SCience Symposium, Amagi, Japan, October 1980"
['Larry Greenhaw'],UNIVAC EXEC Performance.,231-254,"['Linda S. Wright', 'H. Pat Artis', 'J. William Mullen', 'Arthur J. Petrella']","Sixth International Computer Measurement Group Conference, Boston, MA, USA, December 2-5, 1980, Proceedings"
